Random/Known,max_iterations,min_tabu_size,max_tabu_size,num_cities,coordinates,execution_time,memory_used,best_route,best_distance
Known,100,20,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0209922790527343,185.14453125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,20,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1412024497985839,187.46484375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,20,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.2997119426727295,189.72265625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,20,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.9201912879943848,192.04296875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,20,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0019941329956054,194.3828125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,100,20,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0211517810821533,196.59375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,20,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1603193283081054,198.875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,20,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.3494236469268799,201.421875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,20,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",1.1127066612243652,203.7578125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,30,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0019972324371337,206.12890625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,100,30,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0201709270477294,208.328125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,30,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1027591228485107,210.56640625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,30,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.2075676918029785,212.82421875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,30,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.6260180473327637,215.13671875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,30,100,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0019941329956054,217.3125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,100,30,100,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0210194587707519,219.5625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,30,100,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1171681880950927,221.84765625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,30,100,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.2390594482421875,224.11328125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,30,100,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.7273566722869873,226.3984375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,30,150,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0019938945770263,228.73046875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,100,30,150,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0213491916656494,231.01171875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,30,150,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1302001476287841,233.29296875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,30,150,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.2696068286895752,235.625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,30,150,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.8223543167114258,237.90234375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,30,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0024986267089843,240.1171875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,100,30,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0212290287017822,242.359375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,30,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1589627265930175,244.62890625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,30,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.297922134399414,246.921875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,30,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.918588161468506,249.34375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,30,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0010020732879638,251.69140625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,100,30,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0205914974212646,253.98828125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,30,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1598496437072754,256.4609375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,30,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.3489882946014404,258.73046875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,30,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",1.108968734741211,261.0,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,50,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0019960403442382,263.046875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,100,50,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.019752025604248,265.375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,50,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1031568050384521,267.65234375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,50,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.2075333595275879,269.875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,50,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.6191055774688721,272.26171875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,50,100,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0019967555999755,274.52734375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,100,50,100,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0216987133026123,276.76953125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,50,100,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1186261177062988,279.01953125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,50,100,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.2396695613861084,281.234375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,50,100,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.7273237705230713,283.51953125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,50,150,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0025794506072998,285.81640625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,100,50,150,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0215847492218017,288.3125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,50,150,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1295790672302246,290.5,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,50,150,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.2691450119018554,292.74609375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,50,150,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.8264760971069336,295.17578125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,50,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0025711059570312,297.46875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,100,50,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0216064453125,299.69140625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,50,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1412215232849121,301.9765625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,50,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.2973761558532715,304.19921875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,50,200,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.9205887317657472,306.66796875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,50,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0010457038879394,308.64453125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,100,50,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0201900005340576,311.0,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,50,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1598420143127441,313.265625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,50,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.3517270088195801,315.5546875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,50,300,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",1.1319012641906738,317.828125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,100,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0010535717010498,320.09765625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,100,100,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0199980735778808,322.32421875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,500,100,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.1039621829986572,324.6015625,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,1000,100,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.2074079513549804,327.05078125,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,3000,100,50,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.6209454536437988,329.38671875,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
Known,10,100,100,10,"[(60, 87), (13, 53), (66, 5), (38, 39), (79, 33), (38, 95), (73, 40), (39, 18), (51, 39), (90, 57)]",0.0019950866699218,331.59375,"[2, 4, 6, 9, 0, 5, 1, 3, 8, 7]",274.65159636676145
